id	university	publications	publications_frac	top_pubs	top_pubs_frac	collaboration	oa	country_iso_num_code	wikipedia_url	established_year	page_id	namespace	title	is_redirect	is_new	touched	links_updated	latest	len	content_model	page_edits	creation	editors	views	references	langlinks	univ_age	page_age	pp_top	1y_views	2y_views
6	Univ Graz	3435	1468	413	138	2876	2273	40.0	University_of_Graz	1585.0	352642	0	University_of_Graz	0	0	20210630235338	20210630235356.0	1029166363	14288	wikitext	282.0	2003-10-29	187.0	5330.0	9.0	45	436.0	18	0.12023289665211062	29625	62817
8	Graz Univ Technol	3481	1545	444	177	2927	1917	40.0	Graz_University_of_Technology	1811.0	985188	0	Graz_University_of_Technology	0	0	20210626181333	20210624122804.0	1019599621	11728	wikitext	266.0	2004-09-14	132.0	9628.0	14.0	18	210.0	17	0.12754955472565355	53976	116254
10	Univ Innsbruck	5704	2244	705	216	4838	3957	40.0	University_of_Innsbruck	1669.0	630651	0	University_of_Innsbruck	0	0	20210626181111	20210624143416.0	1018704964	14998	wikitext	272.0	2004-05-02	166.0	5561.0	3.0	37	352.0	17	0.12359747545582048	37957	94553
14	Johannes Kepler Univ Linz	2628	1250	291	124	2124	1490	40.0	Johannes_Kepler_University_Linz	1966.0	1267093	0	Johannes_Kepler_University_Linz	0	0	20210626181521	20210623122544.0	1016738358	13211	wikitext	156.0	2004-12-11	82.0	3196.0	9.0	17	55.0	17	0.11073059360730593	18911	40356
15	Univ Salzburg	1850	851	230	99	1507	1163	40.0	University_of_Salzburg	1622.0	1267399	0	University_of_Salzburg	0	0	20210626181522	20210624135418.0	1023529717	9565	wikitext	140.0	2004-12-11	97.0	4463.0		23	399.0	17	0.12432432432432433	29094	66519
19	Vienna Univ Technol	6679	2809	822	303	5581	4161	40.0	Vienna_University_of_Technology	1815.0	1267354	0	TU_Wien	0	0	20210626181522	20210623124003.0	1029714251	18741	wikitext	406.0	2004-12-11	196.0	6977.0	13.0	34	206.0	17	0.12307231621500224	38545	83054
21	Univ Nat Resources & Life Sci - Vienna	3806	1690	537	185	3258	2210	40.0	University_of_Natural_Resources_and_Life_Sciences,_Vienna	1872.0	1403871	0	University_of_Natural_Resources_and_Life_Sciences,_Vienna	0	0	20210626181634	20210623130847.0	1018894978	10474	wikitext	195.0	2005-01-17	75.0	2575.0		6	149.0	16	0.14109301103520758	16232	31759
22	Univ Vet Med Vienna	2129	916	263	93	1828	1411	40.0	University_of_Veterinary_Medicine_Vienna	1767.0	1267435	0	University_of_Veterinary_Medicine_Vienna	0	0	20210626181522	20210623125846.0	1025980456	3269	wikitext	56.0	2004-12-11	37.0	638.0	1.0	5	254.0	17	0.12353217472992015	5139	10547
24	Univ Vienna	10052	4201	1451	512	8508	6859	40.0	University_of_Vienna	1365.0	53049	0	University_of_Vienna	0	0	20210627082740	20210623122040.0	1029724110	28830	wikitext	715.0	2002-05-23	466.0	21736.0	11.0	71	656.0	19	0.14434938320732194	123962	260778
35	Univ Antwerp	13187	3964	2016	479	12229	9074	56.0	Universiteit_Antwerpen		844674	0	University_of_Antwerp	0	0	20210628084033	20210628084343.0	1030835289	17551	wikitext	415.0	2004-07-20	201.0	4962.0	13.0	27		17	0.15287783423068174	29073	58967
36	Vrije Univ Brussel	7628	2766	1085	290	6738	4472	56.0	Vrije_Universiteit_Brussel	1834.0	385877	0	Vrije_Universiteit_Brussel	0	0	20210629135733	20210629140552.0	1029405007	34367	wikitext	571.0	2003-12-03	248.0	8098.0	17.0	35	187.0	18	0.14223911903513373	48959	102181
40	Univ Libre Bruxelles	8368	3026	1313	332	7284	5816	56.0	Université_Libre_de_Bruxelles		385994	0	Université_libre_de_Bruxelles	0	0	20210626180937	20210625152910.0	1030233881	26117	wikitext	533.0	2003-12-03	293.0	9221.0	15.0	37		18	0.15690726577437858	60506	120949
41	Hasselt Univ	2652	917	329	94	2444	1811	56.0	University_of_Hasselt	1971.0	1486059	0	Hasselt_University	0	0	20210626181700	20210623144454.0	1030039902	17754	wikitext	222.0	2005-02-09	125.0	2028.0	3.0	11	50.0	16	0.12405731523378583	11342	22600
42	Ghent Univ	19365	8145	2984	968	16372	11544	56.0	Universiteit_Gent		268040	0	Ghent_University	0	0	20210630224517	20210630225018.0	1031307332	31393	wikitext	633.0	2003-07-15	324.0	9658.0	23.0	39		18	0.15409243480506069	57703	125004
43	Katholieke Univ Leuven	25559	10855	4306	1462	21720	15571	56.0	Katholieke_Universiteit_Leuven	1425.0	29975400	0	KU_Leuven	0	0	20210630195920	20210626192252.0	1028531265	47305	wikitext	1330.0	2002-10-18	556.0	27764.0	25.0	47	596.0	19	0.16847294495089793	131394	248977
44	Univ Liège	7746	3122	1074	328	6680	5042	56.0	Université_de_Liège		2273279	0	University_of_Liège	0	0	20210627082802	20210624141758.0	1025298891	16155	wikitext	260.0	2005-07-20	139.0	4154.0	11.0	33		16	0.1386522075910147	25289	60597
45	Univ Catholique Louvain	8091	3246	1356	395	6850	4713	56.0	Université_Catholique_de_Louvain		398478	0	Université_catholique_de_Louvain	0	0	20210630195540	20210630200259.0	1027358914	37130	wikitext	687.0	2003-12-12	354.0	11218.0	26.0	33		18	0.16759362254356694	64460	147118
55	Univ Novi Sad	3262	1890	196	76	2408	1239	688.0	University_of_Novi_Sad	1960.0	3372159	0	University_of_Novi_Sad	0	0	20210630235338	20210630235357.0	998546033	14000	wikitext	189.0	2005-12-09	89.0	2549.0	3.0	23	61.0	16	0.060085836909871244	13590	26405
78	Univ Zagreb	6984	3503	641	204	5499	3567	191.0	University_of_Zagreb	1669.0	899111	0	University_of_Zagreb	0	0	20210630235338	20210630235357.0	1022630373	30309	wikitext	425.0	2004-08-14	202.0	6477.0	18.0	46	352.0	17	0.09178121420389461	36164	69261
81	Univ Cyprus	2487	918	348	90	2079	1456	196.0	University_of_Cyprus	1989.0	2208141	0	University_of_Cyprus	0	0	20210626181955	20210623130523.0	1014766205	9676	wikitext	241.0	2005-07-10	136.0	3841.0	2.0	26	32.0	16	0.1399276236429433	20505	45520
82	Brno Univ Technol	2474	1307	197	77	1822	988	203.0	Brno_University_of_Technology	1899.0	1870698	0	Brno_University_of_Technology	0	0	20210626212149	20210627002056.0	1028818312	26557	wikitext	346.0	2005-05-11	101.0	2410.0	17.0	19	122.0	16	0.07962813257881972	14925	32381
84	Masaryk Univ	6036	2528	634	185	5034	3046	203.0	Masaryk_University_in_Brno		1356109	0	Masaryk_University	0	0	20210627001535	20210627001735.0	1025262615	19648	wikitext	231.0	2005-01-02	144.0	5926.0	20.0	39		16	0.1050364479787939	31783	63493
89	Palacký Univ Olomouc	4386	1811	510	154	3623	2392	203.0	Palacký_University,_Olomouc	1573.0	2080773	0	Palacký_University_Olomouc	0	0	20210626181933	20210624135700.0	1029626781	111274	wikitext	986.0	2005-06-20	167.0	2732.0	47.0	26	448.0	16	0.11627906976744186	16261	31106
95	Charles Univ	15165	5965	1733	384	12948	8426	203.0	Charles_University_in_Prague	1348.0	38091	0	Charles_University	0	0	20210627105200	20210627105515.0	1029398946	50523	wikitext	1064.0	2002-02-06	499.0	20402.0	37.0	68	673.0	19	0.11427629409825256	126372	247195
97	Czech Tech Univ Prague	4189	1614	376	88	3454	2315	203.0	Czech_Technical_University_in_Prague	1707.0	25323835	0	Czech_Technical_University_in_Prague	0	0	20210626190322	20210629004335.0	1024900813	17374	wikitext	288.0	2004-08-31	162.0	4686.0	13.0	28	314.0	17	0.08975889233707329	30931	68562
98	Univ Chem & Technol - Prague	2403	1290	181	86	1878	703	203.0	University_of_Chemistry_and_Technology,_Prague	1952.0	2261891	0	University_of_Chemistry_and_Technology,_Prague	0	0	20210626182005	20210623184618.0	1001638807	6838	wikitext	71.0	2005-07-19	46.0	956.0	7.0	10	69.0	16	0.07532251352476071	6838	13271
99	Czech Univ Life Sci Prague	2459	1192	226	77	1923	1094	203.0	Czech_University_of_Life_Sciences_Prague	1906.0	3313106	0	Czech_University_of_Life_Sciences_Prague	0	0	20210626182412	20210625090623.0	1030335870	9262	wikitext	180.0	2005-12-03	86.0	2289.0		7	115.0	16	0.09190727938186255	13471	27307
101	Aalborg Univ	8563	3704	1101	402	7099	4717	208.0	Aalborg_University	1974.0	382707	0	Aalborg_University	0	0	20210629140850	20210629204702.0	1031049198	17735	wikitext	428.0	2003-11-29	176.0	5185.0	11.0	23	47.0	18	0.1285764334929347	34422	76342
102	Aarhus Univ	16876	7502	2448	859	14072	10298	208.0	Aarhus_University	1928.0	401280	0	Aarhus_University	0	0	20210629135733	20210629140558.0	1030364022	68444	wikitext	1010.0	2003-12-14	437.0	13687.0	95.0	39	93.0	18	0.1450580706328514	77498	163483
109	Univ Copenhagen	30654	13908	4969	1719	25151	19351	208.0	University_of_Copenhagen	1479.0	176767	0	University_of_Copenhagen	0	0	20210628214929	20210627001957.0	1029715699	46927	wikitext	931.0	2003-01-30	489.0	16720.0	24.0	71	542.0	18	0.16209956286292165	94603	193628
111	Tech Univ Denmark	13289	6030	2022	817	10925	9963	208.0	Technical_University_of_Denmark	1829.0	144200	0	Technical_University_of_Denmark	0	0	20210630181513	20210630181702.0	1027747345	21311	wikitext	432.0	2002-11-05	273.0	8655.0	24.0	25	192.0	19	0.15215591842877568	56298	118392
112	Univ South Denmark	11023	4198	1601	429	9644	7323	208.0	University_of_Southern_Denmark	1998.0	43861	0	University_of_Southern_Denmark	0	0	20210626180534	20210623132936.0	1009737849	14043	wikitext	227.0	2002-03-11	120.0	4877.0	5.0	22	23.0	19	0.14524176721400708	29712	60281
117	Univ Tartu	4397	1918	699	168	3573	2418	233.0	University_of_Tartu	1632.0	218052	0	University_of_Tartu	0	0	20210630195537	20210630200356.0	1028774328	35610	wikitext	627.0	2003-04-28	299.0	10961.0	42.0	56	389.0	18	0.15897202638162383	62572	125981
118	Åbo Akademi Univ	2206	894	258	86	1932	1020	246.0	Åbo_Akademi_University	1918.0	220549	0	Åbo_Akademi_University	0	0	20210630195537	20210630201416.0	994648534	6209	wikitext	185.0	2003-05-03	129.0	2663.0	3.0	27	103.0	18	0.11695376246600181	17091	35518
123	Univ Helsinki	19713	7588	2754	780	17268	15372	246.0	University_of_Helsinki	1640.0	220548	0	University_of_Helsinki	0	0	20210630195537	20210630201905.0	1027867171	45136	wikitext	838.0	2003-05-03	394.0	13674.0	23.0	59	381.0	18	0.1397047633541318	91158	196368
125	Univ Jyväskylä	4561	1922	512	178	3862	3542	246.0	University_of_Jyväskylä	1934.0	258910	0	University_of_Jyväskylä	0	0	20210626180844	20210623124538.0	1029715748	14077	wikitext	200.0	2003-07-03	120.0	3239.0	3.0	27	87.0	18	0.11225608419206315	24016	58223
128	Univ Oulu	6252	2611	769	237	5372	4466	246.0	University_of_Oulu	1958.0	267975	0	University_of_Oulu	0	0	20210627001535	20210627001956.0	1024707507	22601	wikitext	278.0	2003-07-15	137.0	8152.0	18.0	31	63.0	18	0.12300063979526552	34948	63503
131	Univ Tampere	7133	3075	877	250	5976	4443	246.0	University_of_Tampere		606022	0	University_of_Tampere	0	0	20210701061346	20210701061645.0	1028504101	16022	wikitext	196.0	2004-04-19	103.0	4756.0	15.0	23		17	0.1229496705453526	33723	85362
133	Univ Turku	7760	3070	1087	311	6819	4817	246.0	University_of_Turku	1920.0	715162	0	University_of_Turku	0	0	20210630195551	20210630210140.0	1014762679	11263	wikitext	231.0	2004-06-10	151.0	4579.0	15.0	37	101.0	17	0.14007731958762887	33207	82256
156	Univ Macau	5411	2351	721	296	4637	1699	156.0	University_of_Macau	1981.0	919926	0	University_of_Macau	0	0	20210626181310	20210625030405.0	1030167997	22985	wikitext	775.0	2004-08-22	250.0	6045.0	11.0	16	40.0	17	0.1332470892626132	28660	64099
167	Univ Kebangsaan Malaysia	4855	2766	490	244	3675	1983	458.0	National_University_of_Malaysia	1970.0	736714	0	National_University_of_Malaysia	0	0	20210626181150	20210623123728.0	1029824097	19697	wikitext	454.0	2004-06-19	245.0	12752.0	9.0	15	51.0	17	0.10092687950566426	49535	101011
168	Autonomous Univ Nuevo Leon	2180	1158	146	55	1701	851	484.0	Universidad_Autónoma_de_Nuevo_León	1933.0	1688989	0	Autonomous_University_of_Nuevo_León	0	1	20210626181748	20210623132429.0	1019510760	17688	wikitext	289.0	2005-04-03	173.0	1760.0	17.0	11	88.0	16	0.06697247706422019	3252	4844
210	RWTH Aachen Univ	14242	6538	1861	692	11483	7185	276.0	University_of_Aachen		243937	0	RWTH_Aachen_University	0	0	20210626180838	20210623123459.0	1029573528	34036	wikitext	803.0	2003-06-11	415.0	20262.0	34.0	35		18	0.13066984974020504	105885	235618
214	Univ Bayreuth	3325	1636	363	142	2598	1550	276.0	University_of_Bayreuth	1975.0	4718114	0	University_of_Bayreuth	0	0	20210626182724	20210623124810.0	1012064800	10680	wikitext	231.0	2006-04-12	108.0	4664.0	14.0	22	46.0	15	0.10917293233082707	24592	49799
215	Freie Univ Berlin	20174	5289	3245	580	19103	12034	276.0	Free_University_of_Berlin	1948.0	315275	0	Free_University_of_Berlin	0	0	20210630195539	20210630195748.0	1027689158	53637	wikitext	711.0	2003-09-10	395.0	21943.0	33.0	48	73.0	18	0.1608505997818975	113637	238276
216	Humboldt Univ Berlin	19980	4722	3281	522	19126	12240	276.0	Humboldt_University_of_Berlin	1810.0	308234	0	Humboldt_University_of_Berlin	0	0	20210627183859	20210627184247.0	1030139354	38017	wikitext	1003.0	2002-12-22	584.0	32633.0	23.0	72	211.0	19	0.16421421421421423	167869	353433
217	Tech Univ Berlin	6691	3036	887	343	5514	3555	276.0	Technical_University_of_Berlin	1946.0	197203	0	Technical_University_of_Berlin	0	0	20210627184028	20210627184423.0	1028482873	43437	wikitext	757.0	2003-03-16	369.0	15869.0	40.0	46	75.0	18	0.13256613361231506	89485	186942
218	Bielefeld Univ	3324	1579	435	154	2637	2018	276.0	University_of_Bielefeld		1546410	0	Bielefeld_University	0	0	20210626181716	20210623124814.0	1023750001	20202	wikitext	190.0	2005-02-26	109.0	4528.0	34.0	19		16	0.13086642599277978	25923	54337
219	Ruhr-Univ Bochum	8835	3917	1155	397	7210	4629	276.0	Ruhr_University_Bochum	1962.0	246889	0	Ruhr_University_Bochum	0	0	20210626180839	20210623124529.0	1028097380	13705	wikitext	261.0	2003-06-15	152.0	6936.0	23.0	28	59.0	18	0.1307300509337861	34229	71714
220	Univ Bonn	12238	4792	1942	589	10465	7826	276.0	University_of_Bonn	1818.0	89061	0	University_of_Bonn	0	0	20210626180556	20210623121427.0	1025124675	46928	wikitext	718.0	2002-09-22	325.0	18914.0	8.0	55	203.0	19	0.15868605981369505	100694	189523
222	Tech Univ Braunschweig	3685	1696	415	157	2932	1687	276.0	Braunschweig_University_of_Technology		2127047	0	Technical_University_of_Braunschweig	0	0	20210626181941	20210624131816.0	1027689744	14403	wikitext	223.0	2005-06-28	120.0	3350.0	8.0	24		16	0.11261872455902307	19788	42217
223	Univ Bremen	5078	1977	622	162	4383	2774	276.0	University_of_Bremen	1971.0	1184716	0	University_of_Bremen	0	0	20210626181446	20210624133732.0	1029715661	18235	wikitext	226.0	2004-11-18	113.0	4895.0	14.0	24	50.0	17	0.12248916896415912	27399	59292
224	Chemnitz Univ Technol	1869	931	159	64	1455	733	276.0	Chemnitz_University_of_Technology	1836.0	1985783	0	Chemnitz_University_of_Technology	0	0	20210626181911	20210623124814.0	1021380367	22335	wikitext	127.0	2005-06-03	76.0	3547.0	9.0	11	185.0	16	0.08507223113964688	20606	42224
226	Tech Univ Darmstadt	5471	2620	688	265	4302	2477	276.0	Darmstadt_University_of_Technology		1664084	0	Technische_Universität_Darmstadt	0	0	20210626181744	20210624125226.0	1027689379	87282	wikitext	727.0	2005-03-29	274.0	8896.0	111.0	37		16	0.1257539755072199	61178	126363
227	TU Dortmund Univ	3916	1725	417	130	3045	2047	276.0	Dortmund_University_of_Technology		4278337	0	Technical_University_of_Dortmund	0	0	20210626212157	20210626214353.0	1019735352	9083	wikitext	199.0	2006-03-04	141.0	4402.0	5.0	16		15	0.10648621041879469	24848	49458
228	Tech Univ Dresden	13278	5093	1922	531	11496	7229	276.0	Dresden_University_of_Technology	1828.0	827048	0	Dresden_University_of_Technology	0	0	20210626181224	20210624124534.0	1027688993	29043	wikitext	508.0	2004-07-15	278.0	7771.0	16.0	38	193.0	17	0.14475071546919716	27231	44174
229	Heinrich Heine Univ Düsseldorf	7604	3075	1057	294	6393	4502	276.0	University_of_Düsseldorf	1965.0	1020838	0	Heinrich_Heine_University_Düsseldorf	0	0	20210626181348	20210625084757.0	1028109834	34295	wikitext	179.0	2004-09-27	124.0	3845.0	29.0	29	56.0	17	0.1390057864281957	20083	37129
232	Friedrich-Alexander-Univ Erlangen-Nürnberg	13121	6054	1815	656	10666	7053	276.0	University_of_Erlangen-Nuremberg	1742.0	1776351	0	University_of_Erlangen–Nuremberg	0	0	20210627143259	20210627144145.0	1030695653	38149	wikitext	468.0	2005-04-21	199.0	9798.0	40.0	32	279.0	16	0.13832787135126895	44966	85520
233	Univ Duisburg-Essen	8784	3538	1406	386	7438	4789	276.0	University_of_Duisburg-Essen	1654.0	3492726	0	University_of_Duisburg-Essen	0	0	20210626182438	20210625163017.0	1011548332	40759	wikitext	454.0	2005-12-21	185.0	5934.0	43.0	21	367.0	16	0.16006375227686703	36433	75229
235	Goethe Univ Frankfurt	11375	4602	1712	520	9668	6874	276.0	University_of_Frankfurt_am_Main		539080	0	Goethe_University_Frankfurt	0	0	20210629045150	20210629045519.0	1030990789	21065	wikitext	460.0	2004-03-20	265.0	151239.0	24.0	58		17	0.1505054945054945	213140	283973
236	Univ Freiburg	12487	5014	2005	600	10620	7506	276.0	University_of_Freiburg	1457.0	298971	0	University_of_Freiburg	0	0	20210626180859	20210623122508.0	1028003837	52909	wikitext	725.0	2003-08-18	280.0	16927.0	36.0	48	564.0	18	0.16056698966925603	99350	186879
237	Justus Liebig Univ Giessen	6783	2596	862	263	5817	4043	276.0	University_of_Giessen	1607.0	539044	0	University_of_Giessen	0	0	20210626181033	20210624134322.0	1017370429	16830	wikitext	224.0	2004-03-20	128.0	4874.0	4.0	28	414.0	17	0.12708241191213326	27113	58122
238	Georg-August-Univ Göttingen	12212	4912	1883	624	10371	7365	276.0	University_of_Göttingen	1734.0	180763	0	University_of_Göttingen	0	0	20210630073841	20210630074105.0	1031190629	36400	wikitext	824.0	2003-02-08	392.0	31600.0	15.0	72	287.0	18	0.15419259744513594	163491	312356
239	Univ Greifswald	3831	1569	531	136	3261	2110	276.0	University_of_Greifswald	1456.0	614579	0	University_of_Greifswald	0	0	20210626212142	20210626221830.0	1015330334	67276	wikitext	942.0	2004-04-23	249.0	5857.0	56.0	30	565.0	17	0.13860610806577917	34742	72873
243	Univ Hamburg	15752	6093	2335	647	13489	9778	276.0	University_of_Hamburg	1919.0	1753136	0	University_of_Hamburg	0	0	20210629135208	20210629135421.0	1030526452	28090	wikitext	406.0	2005-04-17	228.0	9503.0	30.0	47	102.0	16	0.14823514474352464	55958	114034
244	Hannover Med Sch	6553	2512	1033	258	5706	3983	276.0	Hannover_Medical_School	1961.0	11085502	0	Hannover_Medical_School	0	0	20210629135909	20210629151359.0	1007087365	4624	wikitext	67.0	2007-05-06	57.0	2846.0	1.0	3	60.0	14	0.1576377231802228	15075	28433
245	Gottfried Wilhelm Leibniz Univ Hannover	4834	2339	586	204	3798	2386	276.0	University_of_Hannover		535856	0	University_of_Hanover	0	0	20210626181032	20210623122912.0	1029857242	20274	wikitext	297.0	2004-03-18	173.0	5236.0	13.0	29		17	0.12122465866776996	27830	58149
246	Heidelberg Univ	21643	7823	3657	949	19186	14144	276.0	University_of_Heidelberg		100649	0	Heidelberg_University	0	0	20210626180605	20210623121600.0	1028864402	96562	wikitext	2833.0	2002-10-07	918.0	31575.0	132.0	76		19	0.1689691817215728	158668	337101
247	Friedrich Schiller Univ Jena	8319	3433	1148	334	7207	4350	276.0	University_of_Jena	1558.0	356844	0	University_of_Jena	0	0	20210626180925	20210623121753.0	1026845195	19723	wikitext	351.0	2003-11-04	236.0	14762.0	3.0	48	463.0	18	0.13799735545137637	68457	135983
248	Tech Univ Kaiserslautern	2179	1171	252	116	1678	1099	276.0	Kaiserslautern_University_of_Technology	1970.0	5314950	0	Technical_University_of_Kaiserslautern	0	0	20210626182833	20210623124342.0	1028866278	10919	wikitext	251.0	2006-05-27	111.0	3511.0	4.0	15	51.0	15	0.1156493804497476	8860	8860
250	Univ Kassel	1891	943	229	91	1480	793	276.0	University_of_Kassel	1970.0	18160530	0	University_of_Kassel	0	0	20210623131301	20210623132131.0	994358186	8495	wikitext	166.0	2008-06-27	106.0	2576.0	6.0	17	51.0	13	0.12109994711792703	16477	35101
251	Kiel Univ	8011	3213	1243	345	6837	4479	276.0	University_of_Kiel	1665.0	552556	0	University_of_Kiel	0	0	20210626181038	20210624131115.0	995245284	12681	wikitext	251.0	2004-03-25	150.0	7063.0	7.0	41	356.0	17	0.15516165272749968	36561	77048
252	Univ Cologne	10914	4169	1615	457	9484	6604	276.0	University_of_Koln		42754	0	University_of_Cologne	0	0	20210626180534	20210623125313.0	1029718233	14339	wikitext	358.0	2002-03-04	246.0	11034.0	4.0	48		19	0.14797507788161993	60082	124057
253	Univ Konstanz	3301	1525	457	160	2643	2423	276.0	University_of_Konstanz	1966.0	2562056	0	University_of_Konstanz	0	0	20210626182112	20210625142342.0	1029663106	39990	wikitext	398.0	2005-08-28	173.0	5605.0	19.0	23	55.0	16	0.13844289609209331	33565	71324
254	Leipzig Univ	8505	3501	1210	334	7204	4788	276.0	University_of_Leipzig		340454	0	Leipzig_University	0	0	20210630115459	20210630120013.0	1031218765	42192	wikitext	773.0	2003-10-14	389.0	15413.0	27.0	60		18	0.1422692533803645	86615	168060
256	Otto von Guericke Univ Magdeburg	4095	1720	543	159	3491	2119	276.0	University_of_Magdeburg		914999	0	Otto_von_Guericke_University_Magdeburg	0	0	20210626181307	20210623122926.0	1015514500	5741	wikitext	168.0	2004-08-20	99.0	3741.0	4.0	13		17	0.1326007326007326	18957	39127
257	Johannes Gutenberg Univ Mainz	10550	3933	1581	451	9098	6453	276.0	University_of_Mainz	1946.0	747169	0	University_of_Mainz	0	0	20210626181153	20210623122302.0	1024038436	16502	wikitext	317.0	2004-06-23	164.0	7727.0	9.0	33	75.0	17	0.14985781990521327	39370	65286
259	Ludwig-Maximilians Univ München	20844	7802	3667	1027	18122	13441	276.0	Ludwig_Maximilians_University_of_Munich		252750	0	Ludwig_Maximilian_University_of_Munich	0	0	20210630130023	20210630130021.0	1031226816	42640	wikitext	816.0	2003-06-25	434.0	31978.0	30.0	63		18	0.17592592592592593	154576	306548
260	Tech Univ Munich	20650	8693	3333	1078	17282	11897	276.0	Technical_University_Munich		349679	0	Technical_University_of_Munich	0	0	20210626180921	20210623122220.0	1027612002	36438	wikitext	1371.0	2003-10-25	464.0	30527.0	27.0	62		18	0.16140435835351089	152851	337089
261	Carl von Ossietzky Univ Oldenburg	3154	1461	353	121	2544	1711	276.0	University_of_Oldenburg	1973.0	1613556	0	University_of_Oldenburg	0	0	20210626181732	20210623131711.0	1023834336	12183	wikitext	172.0	2005-03-17	98.0	2484.0	6.0	20	48.0	16	0.11192136968928346	16898	34030
263	Paderborn Univ	1677	889	173	86	1265	752	276.0	Paderborn_University		994579	0	Paderborn_University	0	0	20210701073938	20210701074900.0	1031373734	6495	wikitext	230.0	2004-09-17	110.0	2021.0	7.0	14		17	0.10316040548598689	12263	26961
265	Univ Potsdam	5029	1720	696	188	4496	3065	276.0	University_of_Potsdam	1991.0	4039448	0	University_of_Potsdam	0	0	20210626182553	20210623124810.0	1029723215	52347	wikitext	237.0	2006-02-11	127.0	5421.0	7.0	37	30.0	15	0.13839729568502684	32392	65904
266	Univ Regensburg	5907	2842	826	318	4631	3416	276.0	University_of_Regensburg	1962.0	1789822	0	University_of_Regensburg	0	0	20210629122608	20210629125233.0	1022837596	18439	wikitext	164.0	2005-04-24	109.0	3256.0	6.0	19	59.0	16	0.13983409514135772	19553	40816
267	Saarland Univ	5493	2510	654	201	4463	2828	276.0	Saarland_University	1948.0	3459930	0	Saarland_University	0	0	20210626182431	20210623124302.0	1028958976	18097	wikitext	243.0	2005-12-18	150.0	8235.0	12.0	21	73.0	16	0.1190606226105953	43618	77430
269	Univ Stuttgart	5130	2773	670	322	3771	2316	276.0	University_of_Stuttgart	1829.0	2089384	0	University_of_Stuttgart	0	0	20210626181935	20210624133710.0	1027689487	12279	wikitext	273.0	2005-06-22	179.0	8811.0	6.0	36	192.0	16	0.13060428849902533	44538	93267
270	Eberhard Karls Univ Tübingen	12931	5225	1874	546	11127	7803	276.0	University_of_Tübingen	1477.0	262301	0	University_of_Tübingen	0	0	20210627082743	20210625174851.0	1030398314	42721	wikitext	767.0	2003-07-06	420.0	18650.0	23.0	82	544.0	18	0.1449230531281417	90328	176357
273	Julius Maximilian Univ Würzburg	8947	3644	1467	434	7575	5646	276.0	University_of_Würzburg	1402.0	715155	0	University_of_Würzburg	0	0	20210630084949	20210630085254.0	1020822183	12383	wikitext	225.0	2004-06-10	142.0	6514.0	3.0	37	619.0	17	0.16396557505309042	34857	71138
275	Univ Aberdeen	6226	2339	1138	318	5472	5132	826.0	University_of_Aberdeen	1495.0	213135	0	University_of_Aberdeen	0	0	20210630195537	20210630200700.0	1027837370	90439	wikitext	1712.0	2003-04-20	643.0	25317.0	44.0	46	526.0	18	0.18278188242852553	139236	301403
276	Univ Bath	6244	2725	949	361	5205	4773	826.0	University_of_bath		153992	0	University_of_Bath	0	0	20210628141350	20210628141903.0	1027698656	46248	wikitext	1629.0	2002-12-03	780.0	22023.0	69.0	28		19	0.1519859064702114	117950	270510
277	Univ Birmingham	15827	6344	2778	903	13514	13396	826.0	University_(Birmingham)		209935	0	University_of_Birmingham	0	0	20210701072623	20210701072828.0	1031056713	125193	wikitext	3730.0	2003-04-13	1208.0	41129.0	159.0	52		18	0.17552284071523347	216314	475885
280	Univ Bristol	16102	6541	2932	1012	13746	14548	826.0	University_of_bristol		60991	0	University_of_Bristol	0	0	20210627143952	20210627144359.0	1027794241	101439	wikitext	2171.0	2002-07-08	1010.0	37179.0	161.0	48		19	0.1820891814681406	197592	431296
281	Univ W England - Bristol	1999	830	219	86	1676	1604	826.0	University_of_the_West_of_England,_Bristol		275018	0	University_of_the_West_of_England,_Bristol	0	0	20210626180852	20210624083757.0	1030168350	41655	wikitext	1326.0	2003-07-22	552.0	13641.0	61.0	10		18	0.10955477738869435	74081	136493
282	Univ Cambridge	35202	14080	7302	2628	29917	29673	826.0	University_of_Cambridge	1209.0	25978572	0	University_of_Cambridge	0	0	20210701064207	20210701064440.0	1030772761	154558	wikitext	6586.0	2001-08-21	2640.0	233540.0	165.0	114	812.0	20	0.2074313959434123	1143017	2318268
283	Univ Kent	3787	1637	535	190	3095	3339	826.0	University_of_Kent	1965.0	205868	0	University_of_Kent	0	0	20210626180820	20210623124151.0	1020932043	57381	wikitext	2310.0	2003-04-04	835.0	21181.0	48.0	27	56.0	18	0.14127277528386586	115803	253657
286	Univ Essex	2584	1106	355	127	2177	2145	826.0	University_of_Essex	1963.0	331810	0	University_of_Essex	0	0	20210629021005	20210629021408.0	1030972113	85097	wikitext	1879.0	2003-09-30	766.0	25284.0	126.0	34	58.0	18	0.13738390092879257	124583	275936
287	Univ Ulster	2448	1062	330	122	2046	1927	826.0	Ulster_University	1968.0	454645	0	Ulster_University	0	0	20210626181003	20210623122003.0	1026190528	41327	wikitext	1221.0	2004-02-04	465.0	13871.0	32.0	20	53.0	17	0.13480392156862744	73193	158474
